vidid	adview
VID_12829	1
VID_3114	1
VID_7754	1
VID_3466	13
VID_13560	3
VID_12048	1
VID_16210	2
VID_19455	18
VID_16049	1
VID_19659	1
VID_19451	7
VID_14956	1
VID_13957	1
VID_12402	41
VID_18369	9157
VID_7985	3
VID_16796	2
VID_2746	21
VID_10415	1
VID_16194	9
VID_23129	2
VID_516		4
VID_17525	1619
VID_17972	6
VID_7927	25
VID_2944	2
VID_8195	12
VID_18973	16
VID_5849	9
VID_8494	1
